-0.28,0.37,0.83,255,255,1,255,1,1023,0,0,1,0
-0.29,0.36,0.87,255,255,1,255,1,1023,0,0,1,0
-0.3,0.36,0.88,255,255,1,255,1,1023,0,0,1,0
-0.27,0.38,0.85,255,255,1,255,1,1023,0,0,1,0
-0.23,0.38,0.84,255,255,1,255,1,1023,0,0,1,0
-0.25,0.37,0.88,255,255,1,255,1,1023,0,0,1,0
-0.27,0.38,0.86,255,255,1,255,255,1023,0,0,1,0
-0.24,0.39,0.87,255,255,1,255,255,1023,0,0,1,0
-0.23,0.41,0.85,255,255,1,255,255,1023,0,0,1,0
-0.19,0.44,0.79,255,1,1,1,255,1023,0,0,1,0
-0.14,0.2,1.0,255,1,1,1,1,1023,0,0,0,0
-0.21,0.1,0.92,255,1,1,1,1,1023,0,0,0,0
-0.07,0.07,0.94,255,1,1,1,1,1023,0,0,0,0
-0.12,0.09,0.95,255,1,1,1,1,1023,0,0,0,0
-0.12,0.07,0.98,255,1,1,1,1,1023,0,0,0,0
-0.05,-0.04,1.01,255,1,1,1,1,1023,0,1,1,0
-0.03,-0.06,1.0,255,1,1,1,1,1023,0,0,0,0
-0.05,-0.04,0.96,255,1,1,1,1,1023,0,0,0,0
-0.07,-0.06,0.98,255,1,1,1,1,1023,0,0,0,0
-0.07,-0.01,0.95,255,1,1,1,1,1023,0,0,0,0
-0.12,-0.09,0.99,255,1,1,1,1,1023,0,0,0,0
-0.1,0.03,0.96,255,1,1,1,1,1023,0,0,0,0
-0.08,-0.1,1.03,255,1,1,1,1,1023,0,0,0,0
-0.08,-0.08,0.97,255,1,1,1,1,1023,0,0,0,0
-0.1,-0.09,1.02,255,1,1,1,1,1023,0,0,0,0
-0.1,-0.07,0.97,255,1,1,1,1,1023,0,0,0,0
-0.07,-0.01,1.04,255,1,1,1,1,1023,0,0,0,0
-0.12,-0.03,1.01,255,1,1,1,1,1023,0,0,0,0
-0.11,-0.07,1.0,255,1,1,1,1,1023,0,0,0,0
-0.09,-0.03,0.95,255,1,1,1,1,1023,0,0,0,0
-0.12,-0.06,1.0,255,1,1,1,1,1023,0,0,0,0
-0.03,0.03,0.94,255,1,1,1,1,1023,0,0,0,0
-0.06,-0.03,0.97,255,1,1,1,1,1023,0,0,0,0
-0.09,-0.03,0.99,255,1,1,1,1,1023,0,1,1,1
-0.14,-0.02,0.91,255,255,1,1,1,1023,0,1,1,0
-0.08,-0.04,1.0,255,1,1,1,1,1023,0,1,1,0
-0.22,-0.08,1.06,255,128,1,1,1,1023,0,1,1,0
-0.19,-0.1,0.96,255,255,1,1,1,1023,0,1,1,0
-0.19,-0.06,0.97,255,255,1,1,1,1023,0,1,1,0
-0.24,-0.01,0.96,255,255,1,1,1,1023,0,1,1,0
-0.21,-0.05,0.97,255,255,1,1,1,1023,0,1,1,0
-0.22,-0.04,0.94,255,255,1,1,1,1023,0,1,1,0
-0.23,-0.07,0.96,255,255,1,1,1,1023,0,1,1,0
-0.2,-0.05,0.92,255,255,1,1,1,1023,0,1,1,0
-0.2,-0.09,0.97,255,255,1,1,1,1023,0,1,1,0
-0.2,-0.07,0.95,255,255,1,1,1,1023,0,1,1,1
-0.2,-0.09,0.97,255,255,1,1,1,1023,0,1,1,0
-0.19,-0.09,0.95,255,255,1,1,1,1023,0,1,1,0
-0.2,-0.1,0.94,255,255,1,1,1,1023,0,1,1,0
-0.18,-0.12,0.94,255,255,1,1,255,1023,0,1,1,0
-0.23,-0.12,0.98,255,255,1,1,1,1023,0,1,1,0
-0.19,-0.11,0.97,255,255,1,1,1,1023,0,1,1,0
-0.2,-0.1,0.97,255,255,1,1,1,1023,0,1,1,0
-0.28,-0.1,0.97,255,255,1,1,255,1023,0,1,1,0
-0.18,-0.12,0.95,255,255,1,1,1,1023,0,1,1,0
-0.18,-0.09,0.95,255,255,1,1,1,1023,0,1,1,0
-0.23,-0.04,0.91,255,255,1,1,1,1023,0,1,1,0
-0.21,-0.11,0.98,255,255,1,1,1,1023,0,1,1,0
-0.19,-0.19,0.96,255,255,1,1,1,1023,0,1,1,0
-0.21,-0.14,0.94,255,255,1,1,1,1023,0,1,1,0
