0.56,0.83,0.06,223,89,48,53,50,845,0,1,1,1
0.56,0.83,0.04,223,89,55,48,57,844,0,1,1,1
0.58,0.83,0.06,223,89,47,53,41,844,0,1,1,1
0.56,0.84,0.06,233,84,48,54,53,844,0,1,1,1
0.57,0.83,0.04,228,87,47,54,59,844,0,1,1,1
0.57,0.81,0.05,228,89,48,56,52,844,0,1,1,1
0.56,0.82,0.05,228,89,48,54,52,846,0,1,1,1
0.55,0.83,0.05,230,91,50,54,48,844,0,1,1,1
0.58,0.82,0.06,230,89,48,56,53,844,0,1,1,1
0.57,0.82,0.04,230,91,48,54,59,844,0,1,1,1
0.58,0.83,0.05,230,89,50,57,53,844,0,1,1,1
0.56,0.84,0.04,235,89,52,51,53,846,0,1,1,1
0.56,0.83,0.05,235,87,50,56,52,842,0,1,1,1
0.57,0.83,0.04,233,91,50,56,53,844,0,1,1,1
0.57,0.83,0.05,233,86,48,56,61,844,0,1,1,1
0.54,0.83,0.04,235,89,52,56,55,842,0,1,1,1
0.55,0.82,0.05,235,89,50,53,55,847,0,1,1,1
0.56,0.83,0.05,235,91,50,57,53,844,0,1,1,1
0.57,0.83,0.05,235,93,50,57,55,844,0,1,1,1
0.55,0.84,0.05,235,87,52,57,59,845,0,1,1,1
0.57,0.84,0.04,235,91,52,57,55,842,0,1,1,1
0.56,0.84,0.05,238,93,50,60,53,847,0,1,1,1
0.56,0.83,0.06,242,89,52,51,55,844,0,1,1,1
0.56,0.83,0.04,233,94,50,57,55,841,0,1,1,1
0.56,0.82,0.05,238,82,52,62,53,844,0,1,1,1
0.55,0.84,0.05,238,89,55,57,55,844,0,1,1,1
0.58,0.83,0.04,238,94,47,62,55,845,0,1,1,1
0.58,0.82,0.04,240,89,52,48,55,844,0,1,1,1
0.57,0.83,0.03,233,89,50,57,59,841,0,1,1,1
0.58,0.83,0.04,238,86,50,59,53,844,0,1,1,1
0.57,0.84,0.06,238,89,53,57,55,843,0,1,1,1
0.55,0.83,0.05,240,94,48,62,55,844,0,1,1,1
0.57,0.83,0.06,238,91,52,56,55,842,0,1,1,1
0.56,0.83,0.04,245,89,52,57,57,843,0,1,1,1
0.56,0.83,0.05,238,89,52,54,55,844,0,1,1,1
0.57,0.83,0.04,242,93,50,59,53,844,0,1,1,1
0.57,0.82,0.02,245,89,55,57,55,844,0,1,1,1
0.56,0.84,0.03,240,89,43,59,55,842,0,1,1,1
0.55,0.84,0.01,247,91,52,60,53,844,0,1,1,1
0.53,0.85,0.01,228,91,52,57,57,844,0,1,1,1
0.61,0.82,0.03,242,93,50,59,50,844,0,1,1,1
0.66,0.80,0.02,245,87,52,59,53,844,0,1,1,1
0.67,0.76,0.19,242,91,41,59,59,842,0,1,1,1
0.62,0.79,0.13,245,89,52,62,55,846,0,1,1,1
0.63,0.77,0.09,245,89,52,54,55,845,0,1,1,1
0.63,0.77,0.12,242,91,52,59,53,844,0,1,1,1
0.64,0.76,0.13,242,94,52,59,55,844,0,1,1,1
0.63,0.77,0.13,245,81,53,59,57,844,0,1,1,1
0.62,0.77,0.15,245,91,57,57,55,842,0,1,1,1
0.62,0.77,0.13,245,96,48,62,55,845,0,1,1,1
0.63,0.78,0.14,247,89,52,54,55,844,0,1,1,1
0.65,0.78,0.13,245,89,52,59,59,841,0,1,1,1
0.64,0.77,0.13,238,93,52,60,50,843,0,1,1,1
0.64,0.77,0.13,245,91,53,59,53,844,0,1,1,1
0.65,0.77,0.14,252,87,58,59,55,844,0,1,1,1
0.62,0.77,0.14,245,91,41,60,59,843,0,1,1,1
0.62,0.77,0.13,242,91,53,62,55,846,0,1,1,1
0.63,0.76,0.14,245,91,55,54,57,845,0,1,1,1
0.62,0.77,0.14,245,91,52,59,53,844,0,1,1,1
0.63,0.77,0.12,242,94,52,59,57,844,0,1,1,1
0.64,0.77,0.14,245,81,53,59,63,844,0,1,1,1
0.64,0.77,0.11,245,91,52,60,55,842,0,1,1,1
0.62,0.77,0.13,245,91,53,59,55,844,0,1,1,1
0.63,0.77,0.14,250,89,53,51,57,844,0,1,1,1
0.64,0.76,0.13,245,91,53,59,61,843,0,1,1,1
0.62,0.78,0.14,240,87,53,60,55,844,0,1,1,1
0.62,0.77,0.15,245,93,53,60,57,844,0,1,1,1
0.62,0.77,0.16,250,87,58,59,55,843,0,1,1,1
0.61,0.78,0.15,245,91,45,60,59,842,0,1,1,1
0.61,0.78,0.16,245,91,53,62,55,846,0,1,1,1
0.61,0.77,0.16,245,91,58,57,63,843,0,1,1,1
0.63,0.78,0.17,245,89,53,60,53,844,0,1,1,1
0.61,0.79,0.15,242,94,53,60,57,844,0,1,1,1
0.61,0.77,0.15,245,82,55,59,59,844,0,1,1,1
0.60,0.78,0.17,245,91,58,57,57,842,0,1,1,1
0.61,0.78,0.15,245,96,53,65,55,847,0,1,1,1
0.62,0.78,0.18,247,89,53,51,57,843,0,1,1,1
0.60,0.79,0.14,240,91,53,60,59,842,0,1,1,1
0.61,0.78,0.16,245,89,53,65,53,844,0,1,1,1
0.63,0.78,0.15,245,91,55,60,57,844,0,1,1,1
0.59,0.79,0.17,245,89,50,62,57,843,0,1,1,1
0.61,0.77,0.14,245,91,53,60,57,842,0,1,1,1
0.61,0.79,0.16,252,89,55,62,55,843,0,1,1,1
0.60,0.78,0.15,235,91,55,60,59,844,0,1,1,1
0.60,0.76,0.15,245,89,58,60,50,844,0,1,1,1
0.60,0.78,0.15,245,87,55,60,55,843,0,1,1,1
0.62,0.77,0.17,245,91,43,60,59,842,0,1,1,1
0.61,0.78,0.17,247,91,53,62,53,846,0,1,1,1
0.60,0.77,0.17,245,91,60,56,57,845,0,1,1,1
0.62,0.77,0.18,250,91,53,60,53,844,0,1,1,1
0.61,0.78,0.16,245,87,57,60,57,843,0,1,1,1
0.61,0.79,0.18,247,87,55,60,55,844,0,1,1,1
0.61,0.78,0.15,247,91,55,60,57,841,0,1,1,1
0.60,0.78,0.17,247,96,53,65,55,844,0,1,1,1
0.63,0.78,0.17,247,91,53,54,57,843,0,1,1,1
0.60,0.79,0.17,242,93,53,60,59,842,0,1,1,1
0.61,0.79,0.17,242,89,53,65,53,844,0,1,1,1
0.60,0.80,0.18,247,96,53,60,55,843,0,1,1,1
0.60,0.78,0.17,250,91,52,59,57,843,0,1,1,1
0.61,0.79,0.18,247,91,53,60,57,843,0,1,1,1
