-0.39,0.44,-0.82,213,242,224,206,234,1023,0,1,1,1
-0.37,0.44,-0.83,213,242,223,205,236,1021,0,1,1,1
-0.37,0.45,-0.82,211,246,221,209,234,1023,0,1,1,1
-0.38,0.45,-0.83,213,237,224,206,236,1023,0,1,1,1
-0.38,0.44,-0.83,213,242,224,206,232,1023,0,1,1,1
-0.37,0.44,-0.83,215,242,224,209,234,1023,0,1,1,1
-0.38,0.44,-0.83,213,244,227,206,234,1023,0,1,1,1
-0.37,0.44,-0.82,215,241,226,209,234,1021,0,1,1,1
-0.37,0.44,-0.84,218,244,227,200,232,1023,0,1,1,1
-0.38,0.44,-0.82,215,242,229,203,227,1020,0,1,1,1
-0.40,0.44,-0.84,222,239,227,202,226,1023,0,1,1,1
-0.37,0.44,-0.83,208,242,229,203,227,1023,0,1,1,1
-0.37,0.45,-0.84,215,242,224,200,226,1021,0,1,1,1
-0.37,0.44,-0.83,218,242,229,205,227,1023,0,1,1,1
-0.38,0.44,-0.81,211,244,229,203,227,1020,0,1,1,1
-0.39,0.44,-0.84,215,246,227,206,227,1023,0,1,1,1
-0.39,0.44,-0.83,218,237,227,203,230,1023,0,1,1,1
-0.39,0.44,-0.82,218,246,229,203,224,1023,0,1,1,1
-0.40,0.44,-0.82,220,244,229,206,227,1023,0,1,1,1
-0.40,0.43,-0.82,218,246,229,205,229,1023,0,1,1,1
-0.39,0.45,-0.83,215,241,227,206,229,1023,0,1,1,1
-0.39,0.43,-0.82,222,242,229,198,229,1023,0,1,1,1
-0.39,0.44,-0.82,218,242,229,203,230,1022,0,1,1,1
-0.40,0.44,-0.83,218,242,229,206,229,1023,0,1,1,1
-0.39,0.44,-0.81,218,241,229,202,232,1023,0,1,1,1
-0.40,0.43,-0.82,220,242,229,200,232,1023,0,1,1,1
-0.40,0.43,-0.82,218,241,229,203,232,1023,0,1,1,1
-0.39,0.43,-0.82,220,246,229,203,232,1023,0,1,1,1
-0.40,0.44,-0.82,218,242,233,198,232,1023,0,1,1,1
-0.40,0.43,-0.83,220,242,224,202,232,1022,0,1,1,1
-0.41,0.43,-0.83,220,246,229,203,229,1023,0,1,1,1
-0.40,0.42,-0.82,222,242,229,203,233,1023,0,1,1,1
-0.40,0.42,-0.81,220,248,226,203,232,1023,0,1,1,1
-0.40,0.42,-0.81,220,237,227,203,232,1023,0,1,1,1
-0.41,0.43,-0.82,222,244,229,203,229,1023,0,1,1,1
-0.41,0.44,-0.81,220,249,227,206,232,1023,0,1,1,1
-0.44,0.43,-0.83,220,244,229,203,233,1023,0,1,1,1
-0.33,0.39,-0.80,224,248,229,202,236,1023,0,1,1,1
-0.45,0.48,-0.89,220,244,229,203,237,1023,0,1,1,1
-0.40,0.40,-0.83,224,242,229,206,234,1020,0,1,1,1
-0.39,0.40,-0.84,227,241,232,203,234,1023,0,1,1,1
-0.39,0.40,-0.82,215,242,229,209,233,1023,0,1,1,1
-0.40,0.40,-0.84,220,242,227,203,232,1023,0,1,1,1
-0.41,0.41,-0.84,220,242,229,203,232,1023,0,1,1,1
-0.40,0.41,-0.84,218,246,229,203,230,1022,0,1,1,1
-0.40,0.40,-0.83,218,242,229,203,232,1023,0,1,1,1
-0.41,0.40,-0.83,220,244,224,203,233,1023,0,1,1,1
-0.41,0.39,-0.82,220,246,229,203,229,1023,0,1,1,1
-0.40,0.40,-0.81,224,244,229,203,232,1021,0,1,1,1
-0.41,0.40,-0.83,220,248,227,206,229,1023,0,1,1,1
-0.42,0.40,-0.82,222,241,227,202,226,1023,0,1,1,1
-0.42,0.40,-0.81,220,244,229,202,227,1023,0,1,1,1
-0.43,0.41,-0.84,220,242,229,202,229,1023,0,1,1,1
-0.43,0.41,-0.82,222,244,229,203,230,1023,0,1,1,1
-0.41,0.42,-0.84,220,241,227,203,230,1023,0,1,1,1
-0.42,0.39,-0.81,220,244,229,198,229,1023,0,1,1,1
-0.42,0.40,-0.83,220,244,227,202,233,1020,0,1,1,1
-0.43,0.40,-0.83,220,244,227,206,230,1023,0,1,1,1
-0.43,0.40,-0.81,220,244,229,202,232,1023,0,1,1,1
-0.42,0.40,-0.81,222,244,224,200,232,1023,0,1,1,1
-0.41,0.41,-0.82,222,244,226,202,232,1023,0,1,1,1
-0.42,0.40,-0.82,222,244,229,202,233,1019,0,1,1,1
-0.43,0.40,-0.81,220,246,227,206,232,1023,0,1,1,1
-0.43,0.40,-0.83,220,239,227,202,233,1023,0,1,1,1
-0.44,0.39,-0.83,222,244,229,203,230,1023,0,1,1,1
-0.44,0.42,-0.82,222,242,229,203,233,1023,0,1,1,1
-0.44,0.42,-0.82,220,246,229,203,232,1023,0,1,1,1
-0.42,0.39,-0.78,222,241,229,206,232,1023,0,1,1,1
